#pl_name,#pl_rade,#pl_radeerr1,#pl_radeerr2,#pl_radelim
Kepler-842 b,1.580,0.180,-0.120,0
Kepler-842 b,1.510,0.170,-0.100,0
Kepler-842 b,1.580,0.180,-0.120,0
Kepler-842 b,1.580,0.180,-0.120,0
Kepler-843 b,2.590,0.610,-0.250,0
Kepler-843 b,2.290,0.790,-0.180,0
Kepler-843 b,2.290,0.158,-0.148,0
Kepler-843 b,2.310,0.630,-0.630,0
Kepler-843 b,2.290,0.790,-0.180,0
Kepler-843 b,2.290,0.790,-0.180,0
Kepler-843 b,2.740,0.420,-0.460,0
Kepler-844 b,1.680,0.070,-0.240,0
Kepler-844 b,1.370,0.200,-0.200,0
Kepler-844 b,1.812,0.057,-0.278,0
Kepler-844 b,1.510,0.200,-0.210,0
Kepler-844 b,1.510,0.200,-0.210,0
Kepler-844 b,1.510,0.200,-0.210,0
Kepler-844 b,1.500,0.080,-0.130,0
Kepler-845 b,1.460,0.070,-0.070,0
Kepler-845 b,2.100,0.280,-0.190,0
Kepler-845 b,2.040,0.090,-0.290,0
Kepler-845 b,2.100,0.280,-0.190,0
Kepler-845 b,1.768,0.146,-0.213,0
Kepler-845 b,1.790,0.160,-0.050,0
Kepler-845 b,2.100,0.280,-0.190,0
Kepler-846 b,2.480,0.320,-0.180,0
Kepler-846 b,2.300,0.830,-0.190,0
Kepler-846 b,2.300,0.830,-0.190,0
Kepler-846 b,2.080,0.520,-0.180,0
Kepler-846 b,2.052,0.202,-0.170,0
Kepler-846 b,2.300,0.830,-0.190,0
Kepler-846 b,2.200,1.100,-1.100,0
Kepler-847 b,1.010,0.100,-0.100,0
Kepler-847 b,1.180,0.040,-0.070,0
Kepler-847 b,1.340,2.150,-0.120,0
Kepler-847 b,1.180,0.090,-0.050,0
Kepler-847 b,1.340,2.150,-0.120,0
Kepler-847 b,1.340,2.150,-0.120,0
Kepler-848 b,1.700,0.310,-0.250,0
Kepler-848 b,1.440,0.560,-0.160,0
Kepler-848 b,1.440,0.560,-0.160,0
Kepler-848 b,2.919,0.157,-0.147,0
Kepler-848 b,1.900,0.350,-0.370,0
Kepler-848 b,1.400,0.640,-0.640,0
Kepler-848 b,1.440,0.560,-0.160,0
Kepler-849 b,8.260,1.540,-2.060,0
Kepler-849 b,7.140,1.490,-1.370,0
Kepler-849 b,8.260,1.540,-2.060,0
Kepler-849 b,8.245,0.386,-0.387,0
Kepler-849 b,8.260,1.540,-2.060,0
Kepler-849 b,7.790,1.270,-1.900,0
Kepler-849 b,7.800,1.100,-1.100,0
Kepler-85 b,1.684,3.434,-0.186,0
Kepler-85 b,2.120,0.850,-0.160,0
Kepler-85 b,1.970,0.100,-0.100,0
Kepler-85 b,2.120,0.850,-0.160,0
Kepler-85 b,2.120,0.850,-0.160,0
Kepler-85 b,1.990,0.860,-0.860,0
Kepler-85 b,1.690,0.180,-0.130,0
Kepler-85 b,2.120,0.110,-0.380,0
Kepler-85 c,1.930,0.350,-0.140,0
Kepler-85 c,1.920,0.770,-0.150,0
Kepler-85 c,1.920,0.770,-0.150,0
Kepler-85 c,1.865,0.425,-0.118,0
Kepler-85 c,1.880,0.190,-0.150,0
Kepler-85 c,2.200,0.950,-0.950,0
Kepler-85 c,1.920,0.770,-0.150,0
Kepler-85 c,2.180,0.100,-0.100,0
Kepler-85 c,2.140,0.850,-0.160,0
Kepler-85 d,1.560,0.680,-0.680,0
Kepler-85 d,1.386,0.377,-0.207,0
Kepler-85 d,1.390,0.150,-0.100,0
Kepler-85 d,1.270,0.500,-0.100,0
Kepler-85 d,1.270,0.500,-0.100,0
Kepler-85 d,1.200,0.190,-0.190,0
Kepler-85 e,1.210,0.480,-0.100,0
Kepler-85 e,1.200,0.100,-0.100,0
Kepler-85 e,1.250,0.110,-0.100,0
Kepler-85 e,1.190,0.130,-0.090,0
Kepler-85 e,1.210,0.480,-0.100,0
Kepler-85 e,1.610,0.700,-0.700,0
Kepler-85 e,1.270,0.200,-0.200,0
Kepler-85 e,1.210,0.480,-0.100,0
Kepler-85 e,1.186,0.143,-0.076,0
Kepler-850 b,1.650,0.600,-0.150,0
Kepler-850 b,1.780,0.470,-0.210,0
Kepler-850 b,1.630,0.770,-0.770,0
Kepler-850 b,1.650,0.600,-0.150,0
Kepler-850 b,1.650,0.600,-0.150,0
Kepler-850 b,1.590,0.490,-0.170,0
Kepler-850 b,1.881,0.202,-0.173,0
Kepler-851 b,1.547,0.274,-0.210,0
Kepler-851 b,1.680,0.270,-0.210,0
Kepler-851 b,1.690,0.850,-0.850,0
Kepler-851 b,1.900,0.530,-0.290,0
Kepler-851 b,1.920,0.740,-0.230,0
Kepler-851 b,1.920,0.740,-0.230,0
Kepler-851 b,1.920,0.740,-0.230,0
Kepler-852 b,4.669,1.048,-0.258,0
Kepler-852 b,2.490,0.440,-0.150,0
Kepler-852 b,2.780,1.270,-0.510,0
Kepler-852 b,2.540,0.450,-0.170,0
Kepler-852 b,2.780,1.270,-0.510,0
Kepler-852 b,3.500,1.600,-1.600,0
Kepler-852 b,2.780,1.270,-0.510,0
Kepler-853 b,1.250,0.360,-0.080,0
Kepler-853 b,1.280,0.120,-0.120,0
Kepler-853 b,1.610,0.310,-0.280,0
Kepler-853 b,1.250,0.360,-0.080,0
Kepler-853 b,1.690,0.480,-0.280,0
Kepler-853 b,1.250,0.360,-0.080,0
Kepler-853 b,1.604,0.264,-0.086,0
Kepler-855 b,11.851,1.006,-0.906,0
Kepler-855 b,8.350,1.700,-0.810,0
Kepler-855 b,12.405,3.110,-3.110,0
Kepler-855 b,8.990,2.640,-1.760,0
Kepler-855 b,9.400,2.400,-2.400,0
Kepler-855 b,9.230,3.330,-1.620,0
Kepler-855 b,9.230,3.330,-1.620,0
Kepler-855 b,9.230,3.330,-1.620,0
Kepler-856 b,8.890,3.390,-0.630,0
Kepler-856 b,9.949,0.873,-0.814,0
Kepler-856 b,8.890,3.390,-0.630,0
Kepler-856 b,7.400,2.800,-2.800,0
Kepler-856 b,11.981,2.400,-2.400,0
Kepler-856 b,8.430,2.250,-0.750,0
Kepler-856 b,9.300,1.250,-0.600,0
Kepler-856 b,8.890,3.390,-0.630,0
Kepler-857 b,6.800,1.700,-0.680,0
Kepler-857 b,6.100,2.300,-2.300,0
Kepler-857 b,6.479,0.339,-0.314,0
Kepler-857 b,5.560,1.860,-0.430,0
Kepler-857 b,5.560,1.860,-0.430,0
Kepler-857 b,6.310,0.860,-0.360,0
Kepler-857 b,5.560,1.860,-0.430,0
Kepler-858 b,5.410,0.980,-0.630,0
Kepler-858 b,6.076,0.694,-0.694,0
Kepler-858 b,5.260,0.350,-0.350,0
Kepler-858 b,5.410,0.980,-0.630,0
Kepler-858 b,5.410,0.980,-0.630,0
Kepler-858 b,5.042,0.221,-0.204,0
Kepler-858 b,4.870,0.230,-0.200,0
Kepler-858 b,4.780,0.600,-0.310,0
Kepler-859 b,3.160,0.110,-0.220,0
Kepler-859 b,2.870,0.450,-0.220,0
Kepler-859 b,3.090,0.180,-0.150,0
Kepler-859 b,2.870,0.450,-0.220,0
Kepler-859 b,2.793,0.179,-0.174,0
Kepler-859 b,2.870,0.450,-0.220,0
Kepler-859 b,2.700,1.000,-1.000,0
Kepler-860 b,2.556,0.215,-0.190,0
Kepler-860 b,2.910,1.220,-0.280,0
Kepler-860 b,3.200,1.000,-1.000,0
Kepler-860 b,3.240,0.810,-0.330,0
Kepler-860 b,2.910,1.220,-0.280,0
Kepler-860 b,2.840,0.880,-0.300,0
Kepler-860 b,2.910,1.220,-0.280,0
Kepler-861 b,2.430,0.630,-0.190,0
Kepler-861 b,2.100,1.200,-1.200,0
Kepler-861 b,2.280,0.120,-0.130,0
Kepler-861 b,2.430,0.630,-0.190,0
Kepler-861 b,2.261,0.202,-0.173,0
Kepler-861 b,2.430,0.630,-0.190,0
Kepler-861 b,2.320,0.290,-0.220,0
Kepler-862 b,2.540,0.790,-0.790,0
Kepler-862 b,2.210,0.440,-0.170,0
Kepler-862 b,2.150,0.400,-0.290,0
Kepler-862 b,2.270,1.200,-0.270,0
Kepler-862 b,2.270,1.200,-0.270,0
Kepler-862 b,2.720,0.465,-0.281,0
Kepler-862 b,2.270,1.200,-0.270,0
Kepler-863 b,2.800,2.000,-2.000,0
Kepler-863 b,2.870,1.210,-0.250,0
Kepler-863 b,2.740,0.880,-0.290,0
Kepler-863 b,3.749,0.365,-0.331,0
Kepler-863 b,2.870,1.210,-0.250,0
Kepler-863 b,2.900,0.680,-0.320,0
Kepler-863 b,2.870,1.210,-0.250,0
Kepler-864 b,2.150,0.910,-0.910,0
Kepler-864 b,3.185,0.620,-0.397,0
Kepler-864 b,2.810,1.730,-0.340,0
Kepler-864 b,2.810,1.730,-0.340,0
Kepler-864 b,2.810,1.730,-0.340,0
Kepler-864 b,2.980,0.880,-0.350,0
Kepler-864 b,2.400,0.630,-0.220,0
Kepler-864 c,1.767,,,0
Kepler-864 c,1.620,0.470,-0.190,0
Kepler-864 c,1.350,0.580,-0.580,0
Kepler-865 b,2.350,0.510,-0.340,0
Kepler-865 b,2.420,1.280,-0.330,0
Kepler-865 b,2.490,0.490,-0.240,0
Kepler-865 b,2.420,1.280,-0.330,0
Kepler-865 b,2.420,1.280,-0.330,0
Kepler-865 b,2.500,1.100,-1.100,0
Kepler-865 b,2.166,0.171,-0.150,0
Kepler-865 c,0.900,0.470,-0.120,0
Kepler-865 c,0.900,0.470,-0.120,0
Kepler-865 c,0.890,0.190,-0.130,0
Kepler-865 c,0.900,0.470,-0.120,0
Kepler-865 c,0.950,0.450,-0.450,0
Kepler-865 c,1.062,,,0
Kepler-866 b,1.400,1.300,-1.300,0
Kepler-866 b,1.437,0.128,-0.109,0
Kepler-866 b,1.660,0.180,-0.160,0
Kepler-866 b,1.660,0.180,-0.160,0
Kepler-866 b,1.660,0.180,-0.160,0
Kepler-866 b,1.630,0.080,-0.120,0
Kepler-866 b,1.570,0.120,-0.150,0
Kepler-867 b,3.790,1.050,-0.250,0
Kepler-867 b,3.790,1.050,-0.250,0
Kepler-867 b,4.640,0.410,-0.300,0
Kepler-867 b,4.600,0.600,-0.400,0
Kepler-867 b,6.516,0.735,-0.638,0
Kepler-867 b,3.790,1.050,-0.250,0
Kepler-867 b,3.970,0.690,-0.690,0
Kepler-868 b,2.220,0.810,-0.810,0
Kepler-868 b,2.040,0.850,-0.170,0
Kepler-868 b,2.050,0.200,-0.170,0
Kepler-868 b,2.040,0.850,-0.170,0
Kepler-868 b,3.072,0.372,-0.823,0
Kepler-868 b,2.040,0.850,-0.170,0
Kepler-868 b,2.530,0.820,-0.210,0
Kepler-869 b,3.610,0.830,-0.620,0
Kepler-869 b,3.250,1.390,-0.260,0
Kepler-869 b,3.224,0.274,-0.470,0
Kepler-869 b,3.100,1.300,-1.300,0
Kepler-869 b,3.250,1.390,-0.260,0
Kepler-869 b,3.250,1.390,-0.260,0
Kepler-869 b,2.920,0.790,-0.260,0
Kepler-87 b,10.666,0.520,-0.507,0
Kepler-87 b,12.280,1.060,-0.890,0
Kepler-87 b,9.510,4.200,-2.120,0
Kepler-87 b,13.490,0.550,-0.550,0
Kepler-87 b,6.200,2.100,-2.100,0
Kepler-87 b,9.510,4.200,-2.120,0
Kepler-87 b,13.150,1.060,-1.000,0
Kepler-87 b,9.510,4.200,-2.120,0
Kepler-87 c,4.960,2.190,-1.100,0
Kepler-87 c,3.200,1.100,-1.100,0
Kepler-87 c,6.140,0.290,-0.290,0
Kepler-87 c,5.618,0.480,-0.842,0
Kepler-87 c,6.470,0.560,-0.470,0
Kepler-87 c,6.890,0.570,-0.920,0
Kepler-87 c,4.960,2.190,-1.100,0
Kepler-87 c,4.960,2.190,-1.100,0
Kepler-870 b,2.780,0.510,-0.290,0
Kepler-870 b,2.670,1.070,-0.260,0
Kepler-870 b,2.545,0.232,-0.205,0
Kepler-870 b,2.520,0.800,-0.270,0
Kepler-870 b,2.800,1.200,-1.200,0
Kepler-870 b,2.670,1.070,-0.260,0
Kepler-870 b,2.670,1.070,-0.260,0
Kepler-871 b,4.267,0.638,-0.653,0
Kepler-871 b,3.140,0.970,-0.270,0
Kepler-871 b,3.140,0.970,-0.270,0
Kepler-871 b,3.010,0.600,-0.600,0
Kepler-871 b,3.140,0.970,-0.270,0
Kepler-871 b,3.740,1.080,-0.550,0
Kepler-871 b,3.050,0.760,-0.270,0
Kepler-872 b,1.600,0.680,-0.120,0
Kepler-872 b,1.600,0.680,-0.120,0
Kepler-872 b,1.600,0.680,-0.120,0
Kepler-872 b,1.740,0.740,-0.740,0
Kepler-872 b,1.630,0.470,-0.140,0
Kepler-872 b,1.990,0.500,-0.230,0
Kepler-872 b,1.648,0.288,-0.144,0
Kepler-873 b,3.031,0.245,-0.355,0
Kepler-873 b,3.320,1.750,-0.380,0
Kepler-873 b,3.750,1.640,-0.550,0
Kepler-873 b,3.000,1.300,-1.300,0
Kepler-873 b,3.190,1.020,-0.340,0
Kepler-873 b,3.320,1.750,-0.380,0
Kepler-873 b,3.320,1.750,-0.380,0
Kepler-874 b,3.410,1.210,-0.440,0
Kepler-874 b,3.100,0.850,-0.460,0
Kepler-874 b,3.940,1.070,-0.590,0
Kepler-874 b,3.410,1.210,-0.440,0
Kepler-874 b,3.200,1.300,-1.300,0
Kepler-874 b,3.598,0.293,-0.261,0
Kepler-874 b,3.410,1.210,-0.440,0
Kepler-875 b,2.280,1.000,-0.170,0
Kepler-875 b,3.316,0.350,-0.626,0
Kepler-875 b,2.580,0.810,-0.260,0
Kepler-875 b,2.000,1.200,-1.200,0
Kepler-875 b,2.900,1.020,-0.450,0
Kepler-875 b,2.280,1.000,-0.170,0
Kepler-875 b,2.280,1.000,-0.170,0
Kepler-876 b,1.450,0.320,-0.100,0
Kepler-876 b,1.460,0.700,-0.700,0
Kepler-876 b,1.450,0.320,-0.100,0
Kepler-876 b,1.472,0.115,-0.084,0
Kepler-876 b,1.430,0.100,-0.090,0
Kepler-876 b,1.550,0.110,-0.150,0
Kepler-876 b,1.450,0.320,-0.100,0
Kepler-877 b,2.500,0.210,-0.260,0
Kepler-877 b,2.300,0.840,-0.210,0
Kepler-877 b,1.900,1.600,-1.600,0
Kepler-877 b,2.300,0.840,-0.210,0
Kepler-877 b,2.300,0.840,-0.210,0
Kepler-877 b,2.120,0.140,-0.270,0
Kepler-878 b,1.930,0.120,-0.100,0
Kepler-878 b,1.930,0.740,-0.740,0
Kepler-878 b,1.870,1.920,-0.190,0
Kepler-878 b,1.870,1.920,-0.190,0
Kepler-878 b,1.950,0.160,-0.070,0
Kepler-878 b,2.626,0.506,-0.205,0
Kepler-878 b,1.870,1.920,-0.190,0
Kepler-879 b,2.480,0.700,-0.370,0
Kepler-879 b,2.583,0.450,-0.198,0
Kepler-879 b,2.570,0.660,-0.280,0
Kepler-879 b,2.540,0.970,-0.310,0
Kepler-879 b,2.540,0.970,-0.310,0
Kepler-879 b,2.320,0.950,-0.950,0
Kepler-879 b,2.540,0.970,-0.310,0
Kepler-880 b,2.772,0.210,-0.411,0
Kepler-880 b,2.230,0.960,-0.960,0
Kepler-880 b,2.660,1.050,-0.440,0
Kepler-880 b,2.150,1.610,-0.330,0
Kepler-880 b,2.150,1.610,-0.330,0
Kepler-880 b,2.150,1.610,-0.330,0
Kepler-880 b,4.650,0.930,-1.520,0
Kepler-880 c,2.870,0.580,-0.940,0
Kepler-880 c,1.530,1.160,-0.230,0
Kepler-880 c,1.530,1.160,-0.230,0
Kepler-880 c,3.157,,,0
Kepler-881 b,1.710,0.500,-0.200,0
Kepler-881 b,1.650,0.720,-0.140,0
Kepler-881 b,1.650,0.720,-0.140,0
Kepler-881 b,1.650,0.720,-0.140,0
Kepler-881 b,1.420,0.570,-0.570,0
Kepler-881 b,1.780,0.430,-0.320,0
Kepler-881 b,1.732,0.148,-0.372,0
Kepler-882 b,1.158,0.072,-0.059,0
Kepler-882 b,0.960,0.150,-0.070,0
Kepler-882 b,1.230,0.150,-0.090,0
Kepler-882 b,0.960,0.150,-0.070,0
Kepler-882 b,0.950,0.210,-0.210,0
Kepler-882 b,0.930,0.140,-0.060,0
Kepler-882 b,0.960,0.150,-0.070,0
Kepler-883 b,1.530,0.560,-0.210,0
Kepler-883 b,1.530,0.560,-0.210,0
Kepler-883 b,1.780,0.170,-0.130,0
Kepler-883 b,1.890,0.670,-0.670,0
Kepler-883 b,1.640,0.240,-0.190,0
Kepler-883 b,1.530,0.560,-0.210,0
Kepler-883 b,2.032,0.110,-0.091,0
Kepler-884 b,1.320,0.510,-0.160,0
Kepler-884 b,1.320,0.510,-0.160,0
Kepler-884 b,1.160,0.160,-0.070,0
Kepler-884 b,1.460,0.600,-0.600,0
Kepler-884 b,1.320,0.510,-0.160,0
Kepler-884 b,1.230,0.050,-0.050,0
Kepler-885 b,2.500,0.400,-0.390,0
Kepler-885 b,2.601,0.165,-0.395,0
Kepler-885 b,2.410,1.580,-0.430,0
Kepler-885 b,2.410,1.580,-0.430,0
Kepler-885 b,2.150,0.770,-0.770,0
Kepler-885 b,2.410,1.580,-0.430,0
Kepler-885 b,2.490,0.450,-0.360,0
Kepler-886 b,1.360,0.610,-0.140,0
Kepler-886 b,1.360,0.610,-0.140,0
Kepler-886 b,1.258,0.072,-0.059,0
Kepler-886 b,1.360,0.610,-0.140,0
Kepler-886 b,1.600,0.260,-0.270,0
Kepler-886 b,1.660,0.710,-0.710,0
Kepler-886 b,1.520,0.420,-0.190,0
Kepler-887 b,1.840,0.270,-0.170,0
Kepler-887 b,1.620,1.020,-0.200,0
Kepler-887 b,1.780,0.310,-0.250,0
Kepler-887 b,1.915,0.104,-0.087,0
Kepler-887 b,1.620,1.020,-0.200,0
Kepler-887 b,1.620,1.020,-0.200,0
Kepler-887 b,1.640,0.610,-0.610,0
Kepler-887 c,0.950,0.360,-0.360,0
Kepler-887 c,1.120,0.190,-0.160,0
Kepler-887 c,1.050,0.660,-0.130,0
Kepler-887 c,1.050,0.660,-0.130,0
Kepler-887 c,1.130,0.170,-0.110,0
Kepler-887 c,1.050,0.660,-0.130,0
Kepler-887 c,1.198,0.064,-0.084,0
Kepler-888 b,1.751,0.093,-0.079,0
Kepler-888 b,2.220,0.880,-0.880,0
Kepler-888 b,1.630,0.220,-0.100,0
Kepler-888 b,1.760,0.080,-0.060,0
Kepler-888 b,2.260,0.960,-0.350,0
Kepler-888 b,2.260,0.960,-0.350,0
Kepler-888 b,2.260,0.960,-0.350,0
Kepler-889 b,1.100,0.180,-0.170,0
Kepler-889 b,1.090,0.190,-0.130,0
Kepler-889 b,1.280,0.140,-0.140,0
Kepler-889 b,1.060,0.220,-0.140,0
Kepler-889 b,1.247,0.074,-0.068,0
Kepler-889 b,1.060,0.220,-0.140,0
Kepler-889 b,1.060,0.220,-0.140,0
Kepler-890 b,10.703,0.952,-0.835,0
Kepler-890 b,7.400,3.600,-3.600,0
Kepler-890 b,9.040,5.840,-1.040,0
Kepler-890 b,8.760,2.910,-0.970,0
Kepler-890 b,8.890,2.860,-1.060,0
Kepler-890 b,9.040,5.840,-1.040,0
Kepler-890 b,9.040,5.840,-1.040,0
Kepler-891 b,6.040,2.110,-0.490,0
Kepler-891 b,5.100,1.400,-1.400,0
Kepler-891 b,6.040,2.110,-0.490,0
Kepler-891 b,6.040,2.110,-0.490,0
Kepler-891 b,10.533,1.179,-1.022,0
Kepler-891 b,6.410,1.460,-0.600,0
Kepler-891 b,5.820,1.490,-0.500,0
Kepler-892 b,2.740,0.320,-0.220,0
Kepler-892 b,2.740,0.320,-0.220,0
Kepler-892 b,2.740,0.320,-0.220,0
Kepler-892 b,2.810,0.370,-0.270,0
Kepler-892 b,2.521,0.277,-0.424,0
Kepler-892 b,2.810,0.270,-0.210,0
Kepler-892 b,2.880,0.290,-0.290,0
Kepler-893 b,3.190,1.540,-0.280,0
Kepler-893 b,2.850,0.930,-0.930,0
Kepler-893 b,3.190,1.540,-0.280,0
Kepler-893 b,3.259,0.275,-0.505,0
Kepler-893 b,3.310,1.090,-0.370,0
Kepler-893 b,3.030,0.520,-0.370,0
Kepler-893 b,3.190,1.540,-0.280,0
Kepler-894 b,2.460,0.860,-0.860,0
Kepler-894 b,2.646,0.385,-0.239,0
Kepler-894 b,3.230,1.270,-0.310,0
Kepler-894 b,2.990,0.990,-0.310,0
Kepler-894 b,3.230,1.270,-0.310,0
Kepler-894 b,3.230,1.270,-0.310,0
Kepler-894 b,2.780,0.300,-0.340,0
Kepler-895 b,1.460,0.570,-0.570,0
Kepler-895 b,1.340,0.200,-0.200,0
Kepler-895 b,1.340,0.200,-0.200,0
Kepler-895 b,1.410,0.060,-0.080,0
Kepler-895 b,1.340,0.200,-0.200,0
Kepler-895 b,1.540,0.090,-0.070,0
Kepler-895 b,1.584,0.105,-0.088,0
Kepler-896 b,2.600,1.070,-0.200,0
Kepler-896 b,7.893,0.748,-1.372,0
Kepler-896 b,2.600,1.070,-0.200,0
Kepler-896 b,2.530,0.180,-0.190,0
Kepler-896 b,2.600,1.070,-0.200,0
Kepler-896 b,2.900,1.400,-1.400,0
Kepler-896 b,3.060,0.710,-0.240,0
Kepler-896 c,3.230,1.330,-0.260,0
Kepler-896 c,3.230,1.330,-0.260,0
Kepler-896 c,3.150,0.730,-0.250,0
Kepler-896 c,3.230,1.330,-0.260,0
Kepler-896 c,3.105,,,0
Kepler-896 c,2.300,1.100,-1.100,0
Kepler-897 b,1.950,0.850,-0.140,0
Kepler-897 b,1.950,0.850,-0.140,0
Kepler-897 b,2.390,0.660,-0.250,0
Kepler-897 b,3.891,0.329,-0.794,0
Kepler-897 b,2.330,0.650,-0.220,0
Kepler-897 b,2.170,0.700,-0.700,0
Kepler-897 b,1.950,0.850,-0.140,0
Kepler-898 b,1.380,0.240,-0.240,0
Kepler-898 b,1.380,0.240,-0.240,0
Kepler-898 b,1.498,0.304,-0.122,0
Kepler-898 b,1.370,0.310,-0.310,0
Kepler-898 b,1.380,0.240,-0.240,0
Kepler-898 b,1.490,0.300,-0.090,0
Kepler-898 b,1.440,0.060,-0.070,0
Kepler-899 b,2.570,1.030,-0.200,0
Kepler-899 b,2.984,0.269,-0.237,0
Kepler-899 b,2.680,0.460,-0.260,0
Kepler-899 b,2.400,0.710,-0.220,0
Kepler-899 b,2.570,1.030,-0.200,0
Kepler-899 b,2.400,1.000,-1.000,0
Kepler-899 b,2.570,1.030,-0.200,0
Kepler-9 b,7.740,1.200,-0.420,0
Kepler-9 b,9.438,0.773,-0.773,0
Kepler-9 b,8.090,0.270,-0.250,0
Kepler-9 b,7.740,1.200,-0.420,0
Kepler-9 b,8.280,0.590,-0.590,0
Kepler-9 b,7.960,1.540,-0.410,0
Kepler-9 b,7.960,1.540,-0.410,0
Kepler-9 b,8.290,0.540,-0.430,0
Kepler-9 b,8.200,1.000,-0.700,0
Kepler-9 b,7.974,0.348,-0.332,0
Kepler-9 b,8.850,1.700,-0.460,0
Kepler-9 b,7.960,1.540,-0.410,0
Kepler-9 c,8.220,0.590,-0.590,0
Kepler-9 c,9.225,0.751,-0.751,0
Kepler-9 c,8.650,1.660,-0.450,0
Kepler-9 c,8.300,0.800,-0.900,0
Kepler-9 c,8.214,0.364,-0.347,0
Kepler-9 c,7.980,1.530,-0.420,0
Kepler-9 c,8.080,0.540,-0.410,0
Kepler-9 c,7.980,1.530,-0.420,0
Kepler-9 d,1.640,0.190,-0.140,0
Kepler-9 d,1.670,0.120,-0.120,0
Kepler-9 d,1.480,0.290,-0.070,0
Kepler-9 d,1.480,0.290,-0.070,0
Kepler-9 d,1.527,0.088,-0.066,0
Kepler-90 i,1.320,0.210,-0.210,0
Kepler-900 b,1.816,0.284,-0.218,0
Kepler-900 b,1.550,0.520,-0.520,0
Kepler-900 b,2.190,0.190,-0.110,0
Kepler-900 b,1.950,0.150,-0.110,0
Kepler-900 b,2.080,0.120,-0.340,0
Kepler-900 b,2.190,0.190,-0.110,0
Kepler-900 b,2.190,0.190,-0.110,0
Kepler-901 b,1.240,0.240,-0.240,0
Kepler-901 b,1.370,0.070,-0.060,0
Kepler-901 b,1.210,0.140,-0.150,0
Kepler-901 b,1.420,0.070,-0.080,0
Kepler-901 b,1.540,0.075,-0.166,0
Kepler-901 b,1.210,0.140,-0.150,0
Kepler-901 b,1.210,0.140,-0.150,0
Kepler-902 b,3.110,0.480,-0.540,0
Kepler-902 b,2.490,1.040,-0.220,0
Kepler-902 b,2.540,0.330,-0.180,0
Kepler-902 b,2.490,1.040,-0.220,0
Kepler-902 b,2.490,1.040,-0.220,0
Kepler-902 b,3.000,1.400,-1.400,0
Kepler-902 b,3.252,0.227,-0.192,0
Kepler-903 b,1.750,0.740,-0.140,0
Kepler-903 b,1.750,0.740,-0.140,0
Kepler-903 b,1.750,0.740,-0.140,0
Kepler-903 b,1.590,0.690,-0.690,0
Kepler-903 b,2.974,0.154,-0.352,0
Kepler-903 b,1.970,0.310,-0.270,0
Kepler-903 b,2.010,0.350,-0.360,0
Kepler-903 c,4.144,0.232,-0.800,0
Kepler-903 c,2.230,0.950,-0.170,0
Kepler-903 c,2.230,0.950,-0.170,0
Kepler-903 c,2.750,0.420,-0.380,0
Kepler-903 c,2.530,0.400,-0.450,0
Kepler-903 c,1.980,0.860,-0.860,0
Kepler-903 c,2.230,0.950,-0.170,0
Kepler-904 b,1.770,0.590,-0.240,0
Kepler-904 b,1.350,0.490,-0.120,0
Kepler-904 b,1.350,0.490,-0.120,0
Kepler-904 b,1.660,0.600,-0.600,0
Kepler-904 b,1.310,0.390,-0.120,0
Kepler-904 b,1.350,0.490,-0.120,0
Kepler-904 b,1.414,0.113,-0.111,0
Kepler-905 b,1.440,0.080,-0.066,0
Kepler-905 b,1.470,0.180,-0.050,0
Kepler-905 b,1.600,0.250,-0.250,0
Kepler-905 b,1.470,0.180,-0.050,0
Kepler-905 b,1.410,0.050,-0.050,0
Kepler-905 b,1.470,0.180,-0.050,0
Kepler-905 b,1.400,0.170,-0.050,0
Kepler-906 b,2.030,0.310,-0.140,0
Kepler-906 b,2.180,0.380,-0.260,0
Kepler-906 b,2.400,1.000,-1.000,0
Kepler-906 b,2.180,0.380,-0.260,0
Kepler-906 b,2.110,0.100,-0.100,0
Kepler-906 b,2.181,0.115,-0.098,0
Kepler-906 b,2.180,0.380,-0.260,0
Kepler-907 b,1.310,0.060,-0.050,0
Kepler-907 b,1.180,0.040,-0.030,0
Kepler-907 b,1.180,0.040,-0.030,0
Kepler-907 b,1.070,,,0
Kepler-907 b,1.180,0.040,-0.030,0
Kepler-907 b,1.200,0.060,-0.050,0
Kepler-908 b,1.170,0.080,-0.080,0
Kepler-908 b,1.070,0.210,-0.060,0
Kepler-908 b,1.336,0.075,-0.059,0
Kepler-908 b,1.160,0.200,-0.090,0
Kepler-908 b,1.070,0.210,-0.060,0
Kepler-908 b,1.070,0.210,-0.060,0
Kepler-908 b,1.220,0.100,-0.080,0
Kepler-909 b,1.380,0.170,-0.170,0
Kepler-909 b,1.470,0.160,-0.110,0
Kepler-909 b,1.220,0.200,-0.060,0
Kepler-909 b,1.665,0.097,-0.270,0
Kepler-909 b,1.220,0.200,-0.060,0
Kepler-909 b,1.220,0.200,-0.060,0
Kepler-909 b,1.660,0.290,-0.190,0
Kepler-91 b,14.572,0.684,-0.829,0
Kepler-91 b,15.390,0.830,-0.830,0
Kepler-91 b,15.390,0.830,-0.830,0
Kepler-91 b,14.900,3.000,-3.000,0
Kepler-91 b,15.682,3.585,-3.585,0
Kepler-91 b,15.513,0.123,-0.605,0
Kepler-91 b,15.360,0.650,-2.210,0
Kepler-91 b,14.930,1.340,-1.220,0
Kepler-91 b,15.323,0.773,-0.673,0
Kepler-91 b,15.390,0.830,-0.830,0
Kepler-91 b,15.690,0.450,-0.450,0
