K2-75 c,2.77,1.56
K2-77 b,2.3,0.76
K2-79 b,4.09,1.27
K2-8 b,3.58,0.74
K2-8 c,2.41,0.74
K2-80 b,2.01,0.87
K2-80 c,1.47,0.87
K2-80 d,2.552,0.84
K2-81 b,1.97,0.63
K2-83 b,1.244,0.42
K2-83 c,1.483,0.42
K2-84 b,2.41,0.93
K2-84 c,2.03,0.93
K2-85 b,1.2,0.68
K2-86 b,1.96,0.76
K2-87 b,7.6,1.4
K2-88 b,1.23,0.26
K2-89 b,0.615,0.32
K2-9 b,2.25,0.31
K2-90 b,2.6,0.62
K2-90 c,1.3,0.63
K2-91 b,1.1,0.28
K2-95 b,3.31,0.4
K2-97 b,10.61,4.47
K2-98 b,5.2,1.57
K2-99 b,11.73,2.63
KELT-1 b,12.442,1.46
KELT-10 b,15.681,1.21
KELT-11 b,15.132,2.69
KELT-12 b,19.952,2.37
KELT-14 b,19.537,1.52
KELT-15 b,19.504,1.78
KELT-16 b,15.861,1.36
KELT-17 b,17.094,1.65
KELT-18 b,17.598,1.91
KELT-19 A b,21.409,1.83
KELT-2 A b,15.132,1.93
KELT-20 b,19.515,1.57
KELT-21 b,17.777,1.64
KELT-23 A b,14.83,1
KELT-24 b,14.258,1.51
KELT-3 b,17.486,1.7
KELT-4 A b,19.044,1.6
KELT-6 b,14.572,1.73
KELT-7 b,17.934,1.81
KELT-8 b,18.159,1.46
KELT-9 b,21.196,2.36
KIC 10525077 b,5.5,1.01
KIC 3558849 b,6.9,1.01
KIC 5437945 b,6.4,1.24
KIC 5951458 b,6.6,1.52
KIC 8540376 b,4.1,1.26
KIC 8540376 c,2.4,1.26
KIC 9663113 b,4.6,1.03
KOI-12 b,13.787,1.4
KOI-1257 b,10.54,1.13
KOI-13 b,16.948,1.74
KOI-142 b,3.438,0.9
KOI-142 c,14,0.9
KOI-1599.01,1.9,0.97
KOI-1599.02,1.9,0.97
KOI-1783.01,8.86,1.14
KOI-1783.02,5.44,1.14
KOI-1831 d,1.13,0.84
KOI-1833 d,2.58,0.67
KOI-217 b,12.442,0.86
KOI-3503 b,1.19,1.25
KOI-3503 c,1.21,1.25
KOI-351 b,1.31,1.2
KOI-351 c,1.19,1.2
KOI-351 d,2.87,1.2
KOI-351 e,2.66,1.2
KOI-351 f,2.88,1.2
KOI-351 g,8.1,1.2
KOI-351 h,11.3,1.2
KOI-3680 b,11.097,0.96
KOI-4777.01,0.51,0.4
KOI-7368 b,2.22,0.87
KOI-7913 b,2.34,0.79
KOI-94 b,1.71,1.52
KOI-94 c,4.32,1.52
KOI-94 d,11.27,1.52
KOI-94 e,6.56,1.52
KOI-984 b,4.3,0.82
KOI-984 c,14.1,0.82
KPS-1 b,11.545,0.91
Kepler-10 b,1.47,1.06
Kepler-10 c,2.355,1.06
Kepler-100 b,1.32,1.49
Kepler-100 c,2.2,1.49
Kepler-100 d,1.61,1.49
Kepler-1000 b,4.76,1.51
Kepler-1001 b,3.15,0.88
Kepler-1001 c,1.578,0.84
Kepler-1002 b,1.71,1.57
Kepler-1003 b,1.78,1.17
Kepler-1004 b,6.28,3.39
Kepler-1005 b,1.5,1.06
Kepler-1006 b,1.54,0.74
Kepler-1007 b,1.44,0.7
Kepler-1008 b,1.28,0.78
Kepler-1009 b,2.17,0.57
Kepler-101 b,5.77,1.56
Kepler-101 c,1.25,1.56
Kepler-1010 b,2.32,0.82
Kepler-1011 b,2.87,0.88
Kepler-1012 b,1.29,0.91
Kepler-1013 b,2.15,0.76
Kepler-1014 b,2.39,0.84
Kepler-1015 b,3.55,1.81
Kepler-1016 b,2.18,1
Kepler-1016 c,3.68,1
Kepler-1017 b,1.99,0.87
Kepler-1018 b,2.58,0.88
Kepler-1019 b,1.46,0.67
